date,condition,quantity,price,card_name
8/28/24,NM Holofoil,7,$0.83,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/28/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/28/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/28/24,DMG Holofoil,1,$0.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/28/24,NM Holofoil,1,$0.83,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/28/24,NM Holofoil,1,$0.80,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/28/24,NM Holofoil,1,$1.25,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/28/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/28/24,NM Holofoil,1,$0.86,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/27/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/27/24,NM Holofoil,1,$1.25,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/27/24,NM Holofoil,1,$0.95,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/27/24,DMG Holofoil,1,$0.44,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/27/24,NM Holofoil,1,$0.87,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/27/24,NM Holofoil,1,$0.58,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/27/24,NM Holofoil,1,$0.79,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/27/24,NM Holofoil,1,$1.25,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$0.89,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,2,$1.25,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$0.86,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$0.91,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$0.86,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$0.89,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$0.86,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$0.88,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$1.23,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,2,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,LP Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/26/24,NM Holofoil,1,$1.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$0.75,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,5,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$0.87,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$2.02,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$0.81,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$0.84,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$0.79,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,3,$0.49,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$0.82,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,1,$0.49,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/25/24,NM Holofoil,2,$0.82,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,1,$0.49,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,1,$0.78,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,LP Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,1,$0.49,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,1,$0.49,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,1,$0.75,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,1,$0.95,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,1,$0.84,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,2,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/24/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,MP Holofoil,1,$0.70,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.75,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.87,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.82,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.87,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.49,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.80,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.49,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$0.91,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/23/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/22/24,NM Holofoil,1,$0.75,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/22/24,NM Holofoil,1,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/22/24,LP Holofoil,1,$0.55,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/22/24,NM Holofoil,1,$0.48,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/22/24,NM Holofoil,1,$0.89,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/22/24,NM Holofoil,1,$1.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/22/24,NM Holofoil,1,$1.25,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/22/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/22/24,NM Holofoil,1,$3.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/22/24,NM Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/21/24,NM Holofoil,1,$0.75,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/21/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/21/24,NM Holofoil,1,$0.76,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/21/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/21/24,NM Holofoil,1,$0.94,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/21/24,NM Holofoil,1,$0.78,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/21/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/21/24,NM Holofoil,1,$0.89,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/21/24,MP Holofoil,1,$0.64,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/20/24,NM Holofoil,1,$1.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/20/24,NM Holofoil,1,$0.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/20/24,NM Holofoil,1,$0.49,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/20/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/20/24,NM Holofoil,2,$0.83,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/20/24,NM Holofoil,1,$0.75,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/20/24,NM Holofoil,1,$3.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/20/24,NM Holofoil,1,$1.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/20/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/20/24,NM Holofoil,1,$0.78,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.80,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.44,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.80,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.44,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.93,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.39,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.95,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,LP Holofoil,1,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.75,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.75,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.92,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/19/24,NM Holofoil,1,$0.45,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/18/24,NM Holofoil,1,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/18/24,NM Holofoil,1,$0.89,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/18/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/18/24,NM Holofoil,1,$0.86,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/18/24,NM Holofoil,1,$0.77,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/18/24,NM Holofoil,3,$0.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/18/24,NM Holofoil,1,$0.87,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/18/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/18/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$0.89,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$0.76,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$1.98,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$0.49,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,LP Holofoil,1,$0.79,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$0.76,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,LP Holofoil,1,$0.79,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$0.76,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,LP Holofoil,1,$0.79,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/17/24,NM Holofoil,1,$0.76,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,16,$1.25,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,1,$0.35,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,2,$0.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,1,$0.35,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,1,$0.86,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,1,$0.44,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/16/24,NM Holofoil,1,$0.49,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,NM Holofoil,1,$0.44,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,LP Holofoil,1,$0.71,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,LP Holofoil,1,$0.71,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,LP Holofoil,1,$0.79,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,NM Holofoil,1,$0.80,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,NM Holofoil,1,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,NM Holofoil,1,$0.88,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,LP Holofoil,1,$1.00,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,NM Holofoil,1,$0.60,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,NM Holofoil,1,$0.45,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/15/24,NM Holofoil,1,$0.95,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.96,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,2,$0.96,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,4,$0.77,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,LP Holofoil,1,$0.78,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.87,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.90,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.95,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.79,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.86,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.83,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$0.82,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/14/24,NM Holofoil,1,$1.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/13/24,NM Holofoil,1,$0.83,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/13/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/13/24,NM Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/13/24,NM Holofoil,1,$1.13,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/13/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/13/24,NM Holofoil,1,$1.04,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/13/24,NM Holofoil,1,$1.19,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/13/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/13/24,NM Holofoil,1,$0.89,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/13/24,NM Holofoil,1,$0.92,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/12/24,NM Holofoil,1,$0.63,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/12/24,NM Holofoil,4,$0.97,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/12/24,NM Holofoil,4,$0.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/12/24,NM Holofoil,1,$0.88,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/12/24,NM Holofoil,1,$0.96,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/12/24,NM Holofoil,1,$0.75,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,2,$0.42,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,1,$1.25,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,1,$0.97,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,1,$0.48,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,LP Holofoil,1,$1.50,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,LP Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,4,$0.83,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,1,$0.83,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,1,$0.81,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,1,$0.96,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,1,$0.90,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/11/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,NM Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,NM Holofoil,1,$0.40,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,NM Holofoil,1,$1.74,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,NM Holofoil,1,$0.96,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,NM Holofoil,1,$0.95,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,NM Holofoil,2,$0.43,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,NM Holofoil,1,$1.19,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,NM Holofoil,1,$0.94,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,MP Holofoil,1,$0.88,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,MP Holofoil,1,$0.64,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,NM Holofoil,1,$0.94,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/10/24,NM Holofoil,1,$0.78,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$0.94,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$0.83,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,LP Holofoil,1,$0.52,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$1.89,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$0.99,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,2,$0.75,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$0.94,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$0.85,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$0.73,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$0.95,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$0.96,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$0.90,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,LP Holofoil,1,$0.79,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,1,$0.98,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
8/9/24,NM Holofoil,2,$0.90,Gardevoir - SWSH12: Silver Tempest Trainer Gallery (SWSH12: TG)
